customer_id,segment,industry,state,tier,billing_cycle,mrr,arr,discount_pct,tenure_months,seats_licensed,seat_utilisation,feature_adoption,login_trend_pct,t90_tickets,t90_avg_csat,late_payment_rate_180d,months_since_activity,churn_probability_90d,churn_probability_12m,gross_margin_arr,revenue_at_risk,price_sensitivity,reasons,primary_reason,scored_at
32405,SMB,Healthcare,Karnataka,Growth,Monthly,5883.0,70596.0,21.0,11.6,13,0.1538461538461538,0.5595238095238095,-0.3488372093023256,2.0,4.0,0.4,1.0,0.3568,0.8288,55065.0,58510.0,0.716,"[{""feature"": ""discount_pct"", ""label"": ""Price sensitive (deep discount)"", ""impact_pp"": 23.2}, {""feature"": ""tenure_months"", ""label"": ""Still early in lifecycle"", ""impact_pp"": 4.1}, {""feature"": ""feature_adoption"", ""label"": ""Shallow product adoption"", ""impact_pp"": 2.2}]",Price sensitive (deep discount),2026-06-30
46214,SMB,Manufacturing,West Bengal,Starter,Monthly,1626.0,19512.0,1.0,0.8,6,0.0,0.0833333333333333,0.0,5.0,2.8,1.0,99.0,0.9606,1.0,15219.0,19512.0,0.104,"[{""feature"": ""seat_utilisation"", ""label"": ""Seats sitting unused"", ""impact_pp"": 11.4}, {""feature"": ""feature_adoption"", ""label"": ""Shallow product adoption"", ""impact_pp"": 9.3}, {""feature"": ""tenure_months"", ""label"": ""Still early in lifecycle"", ""impact_pp"": 6.4}]",Seats sitting unused,2026-06-30
5747,Mid-Market,Financial Services,Rajasthan,Business,Annual,46511.0,558132.0,4.0,9.5,49,0.1224489795918367,0.0296296296296296,-0.6,25.0,2.6,0.0,1.0,0.6285,0.981,435343.0,547527.0,0.0,"[{""feature"": ""t90_tickets"", ""label"": ""Heavy support load"", ""impact_pp"": 20.2}, {""feature"": ""feature_adoption"", ""label"": ""Shallow product adoption"", ""impact_pp"": 8.4}, {""feature"": ""seat_utilisation"", ""label"": ""Seats sitting unused"", ""impact_pp"": 7.6}]",Heavy support load,2026-06-30
14977,SMB,Agritech,Madhya Pradesh,Starter,Annual,923.0,11076.0,27.84501805992646,0.9,4,0.25,0.25,0.0,3.0,2.6666666666666665,1.0,1.0,0.3959,0.8668,8639.0,9601.0,0.536,"[{""feature"": ""discount_pct"", ""label"": ""Price sensitive (deep discount)"", ""impact_pp"": 11.3}, {""feature"": ""t90_avg_csat"", ""label"": ""Unhappy with support"", ""impact_pp"": 5.3}, {""feature"": ""feature_adoption"", ""label"": ""Shallow product adoption"", ""impact_pp"": 3.9}]",Price sensitive (deep discount),2026-06-30
21608,SMB,Logistics,Karnataka,Starter,Monthly,2834.0,34008.0,11.0,0.5,12,0.3333333333333333,0.25,0.0,2.0,2.5,0.0,1.0,0.6974,0.9916,26526.0,33722.0,0.207,"[{""feature"": ""tenure_months"", ""label"": ""Still early in lifecycle"", ""impact_pp"": 12.7}, {""feature"": ""seat_utilisation"", ""label"": ""Seats sitting unused"", ""impact_pp"": 12.3}, {""feature"": ""discount_pct"", ""label"": ""Price sensitive (deep discount)"", ""impact_pp"": 6.7}]",Still early in lifecycle,2026-06-30
26734,Mid-Market,IT Services,Gujarat,Growth,Annual,27868.0,334416.0,15.0,10.0,62,0.1666666666666666,0.0714285714285714,-0.25,10.0,2.9,0.0,1.0,0.6542,0.9857,260844.0,329634.0,0.122,"[{""feature"": ""t90_tickets"", ""label"": ""Heavy support load"", ""impact_pp"": 15.0}, {""feature"": ""discount_pct"", ""label"": ""Price sensitive (deep discount)"", ""impact_pp"": 3.2}, {""feature"": ""feature_adoption"", ""label"": ""Shallow product adoption"", ""impact_pp"": 2.6}]",Heavy support load,2026-06-30
1188,SMB,Agritech,Karnataka,Starter,Monthly,1283.0,15396.0,7.0,5.7,5,0.2,0.1944444444444444,0.875,11.0,3.4545454545454546,0.4,1.0,0.5696,0.9657,12009.0,14868.0,0.0,"[{""feature"": ""t90_tickets"", ""label"": ""Heavy support load"", ""impact_pp"": 16.7}, {""feature"": ""tenure_months"", ""label"": ""Still early in lifecycle"", ""impact_pp"": 12.3}, {""feature"": ""seat_utilisation"", ""label"": ""Seats sitting unused"", ""impact_pp"": 5.3}]",Heavy support load,2026-06-30
10238,Mid-Market,Retail,Kerala,Business,Monthly,63814.0,765768.0,6.0,1.5,70,0.0571428571428571,0.0888888888888888,0.0,11.0,2.8181818181818183,0.5,2.0,0.9491,1.0,597299.0,765768.0,0.069,"[{""feature"": ""seat_utilisation"", ""label"": ""Seats sitting unused"", ""impact_pp"": 16.9}, {""feature"": ""feature_adoption"", ""label"": ""Shallow product adoption"", ""impact_pp"": 11.2}, {""feature"": ""t90_avg_resolution_h"", ""label"": ""Slow ticket resolution"", ""impact_pp"": 5.5}]",Seats sitting unused,2026-06-30
36587,SMB,Real Estate,Kerala,Growth,Monthly,2749.0,32988.0,8.0,5.3,5,0.5333333333333333,0.4761904761904762,-0.3043478260869565,7.0,3.571428571428572,0.8,1.0,0.3899,0.8614,25731.0,28416.0,0.234,"[{""feature"": ""t90_tickets"", ""label"": ""Heavy support load"", ""impact_pp"": 9.9}, {""feature"": ""tenure_months"", ""label"": ""Still early in lifecycle"", ""impact_pp"": 8.6}, {""feature"": ""late_payment_rate_180d"", ""label"": ""Paying late"", ""impact_pp"": 4.4}]",Heavy support load,2026-06-30
13637,SMB,Retail,Kerala,Growth,Monthly,6831.0,81972.0,1.0,31.2,12,0.2777777777777778,0.1428571428571428,-0.6470588235294118,8.0,2.875,0.8,1.0,0.7713,0.9973,63938.0,81751.0,0.112,"[{""feature"": ""t90_tickets"", ""label"": ""Heavy support load"", ""impact_pp"": 19.8}, {""feature"": ""seat_utilisation"", ""label"": ""Seats sitting unused"", ""impact_pp"": 12.8}, {""feature"": ""feature_adoption"", ""label"": ""Shallow product adoption"", ""impact_pp"": 11.6}]",Heavy support load,2026-06-30
12720,SMB,Retail,Madhya Pradesh,Growth,Monthly,6693.0,80316.0,3.0,1.5,12,0.25,0.0714285714285714,0.0,14.0,3.071428571428572,0.5,1.0,0.8742,0.9997,62646.0,80292.0,0.058,"[{""feature"": ""t90_tickets"", ""label"": ""Heavy support load"", ""impact_pp"": 17.0}, {""feature"": ""seat_utilisation"", ""label"": ""Seats sitting unused"", ""impact_pp"": 12.7}, {""feature"": ""feature_adoption"", ""label"": ""Shallow product adoption"", ""impact_pp"": 7.0}]",Heavy support load,2026-06-30
26835,Enterprise,Healthcare,Maharashtra,Enterprise,Monthly,147195.0,1766340.0,23.0,15.8,122,0.2595628415300546,0.4333333333333333,-0.5,2.0,2.5,0.8,1.0,0.4978,0.9364,1377745.0,1654001.0,0.601,"[{""feature"": ""discount_pct"", ""label"": ""Price sensitive (deep discount)"", ""impact_pp"": 27.2}, {""feature"": ""seat_utilisation"", ""label"": ""Seats sitting unused"", ""impact_pp"": 13.4}, {""feature"": ""feature_adoption"", ""label"": ""Shallow product adoption"", ""impact_pp"": 8.1}]",Price sensitive (deep discount),2026-06-30
22199,SMB,Healthcare,Tamil Nadu,Starter,Annual,1046.0,12552.0,6.0,0.2,4,0.0,0.0833333333333333,0.0,7.0,2.857142857142857,0.0,1.0,0.5696,0.9657,9791.0,12121.0,0.0,"[{""feature"": ""tenure_months"", ""label"": ""Still early in lifecycle"", ""impact_pp"": 15.3}, {""feature"": ""seat_utilisation"", ""label"": ""Seats sitting unused"", ""impact_pp"": 13.3}, {""feature"": ""t90_tickets"", ""label"": ""Heavy support load"", ""impact_pp"": 11.3}]",Still early in lifecycle,2026-06-30
16712,Enterprise,Manufacturing,Maharashtra,Enterprise,Monthly,186033.0,2232396.0,9.0,42.6,131,0.0788804071246819,0.1055555555555555,-0.4,16.0,3.3125,0.6,1.0,0.7716,0.9973,1741269.0,2226369.0,0.268,"[{""feature"": ""seat_utilisation"", ""label"": ""Seats sitting unused"", ""impact_pp"": 10.6}, {""feature"": ""t90_tickets"", ""label"": ""Heavy support load"", ""impact_pp"": 6.8}, {""feature"": ""p180_failed"", ""label"": ""Failed payments"", ""impact_pp"": 3.8}]",Seats sitting unused,2026-06-30
43203,SMB,Hospitality,Tamil Nadu,Starter,Monthly,3095.0,37140.0,15.866767568357888,0.3,14,0.0714285714285714,0.0833333333333333,0.0,4.0,2.75,1.0,1.0,1.0,1.0,28969.0,37140.0,0.088,"[{""feature"": ""seat_utilisation"", ""label"": ""Seats sitting unused"", ""impact_pp"": 10.6}, {""feature"": ""tenure_months"", ""label"": ""Still early in lifecycle"", ""impact_pp"": 5.1}, {""feature"": ""feature_adoption"", ""label"": ""Shallow product adoption"", ""impact_pp"": 5.0}]",Seats sitting unused,2026-06-30
41985,SMB,Retail,Karnataka,Starter,Monthly,519.0,6228.0,9.0,14.8,2,0.5,0.1666666666666666,-0.5666666666666667,5.0,2.8,0.8,1.0,0.3633,0.8356,4858.0,5204.0,0.538,"[{""feature"": ""t90_tickets"", ""label"": ""Heavy support load"", ""impact_pp"": 6.9}, {""feature"": ""late_payment_rate_180d"", ""label"": ""Paying late"", ""impact_pp"": 5.7}, {""feature"": ""discount_pct"", ""label"": ""Price sensitive (deep discount)"", ""impact_pp"": 2.4}]",Heavy support load,2026-06-30
27392,SMB,Financial Services,Tamil Nadu,Starter,Monthly,1713.0,20556.0,10.0,17.1,7,0.1904761904761904,0.4722222222222222,0.0,5.0,3.6,0.4,1.0,0.3705,0.843,16034.0,17329.0,0.216,"[{""feature"": ""t90_tickets"", ""label"": ""Heavy support load"", ""impact_pp"": 9.1}, {""feature"": ""seat_utilisation"", ""label"": ""Seats sitting unused"", ""impact_pp"": 6.0}, {""feature"": ""discount_pct"", ""label"": ""Price sensitive (deep discount)"", ""impact_pp"": 6.0}]",Heavy support load,2026-06-30
12693,SMB,IT Services,West Bengal,Starter,Annual,2299.0,27588.0,5.0,10.1,9,0.0,0.0833333333333333,0.5,21.0,2.571428571428572,0.0,1.0,0.6262,0.9805,21519.0,27050.0,0.0,"[{""feature"": ""t90_tickets"", ""label"": ""Heavy support load"", ""impact_pp"": 19.2}, {""feature"": ""feature_adoption"", ""label"": ""Shallow product adoption"", ""impact_pp"": 8.9}, {""feature"": ""seat_utilisation"", ""label"": ""Seats sitting unused"", ""impact_pp"": 6.9}]",Heavy support load,2026-06-30
9803,SMB,Real Estate,Rajasthan,Growth,Annual,4639.0,55668.0,1.0,0.1,8,0.125,0.1785714285714285,0.0,10.0,2.6,1.0,1.0,0.7265,0.9944,43421.0,55356.0,0.057,"[{""feature"": ""tenure_months"", ""label"": ""Still early in lifecycle"", ""impact_pp"": 33.1}, {""feature"": ""t90_tickets"", ""label"": ""Heavy support load"", ""impact_pp"": 14.4}, {""feature"": ""feature_adoption"", ""label"": ""Shallow product adoption"", ""impact_pp"": 9.8}]",Still early in lifecycle,2026-06-30
44132,SMB,IT Services,Kerala,Starter,Monthly,2251.0,27012.0,7.0,12.3,9,0.3703703703703704,0.0833333333333333,0.0,11.0,3.8181818181818175,0.6,1.0,0.6372,0.9827,21069.0,26545.0,0.063,"[{""feature"": ""t90_tickets"", ""label"": ""Heavy support load"", ""impact_pp"": 28.8}, {""feature"": ""seat_utilisation"", ""label"": ""Seats sitting unused"", ""impact_pp"": 15.5}, {""feature"": ""tenure_months"", ""label"": ""Still early in lifecycle"", ""impact_pp"": 4.4}]",Heavy support load,2026-06-30
7710,Mid-Market,Manufacturing,Karnataka,Business,Monthly,32305.0,387660.0,13.0,5.7,37,0.2612612612612612,0.2592592592592592,-0.2,6.0,3.1666666666666665,0.6,1.0,0.4484,0.9074,302375.0,351763.0,0.503,"[{""feature"": ""discount_pct"", ""label"": ""Price sensitive (deep discount)"", ""impact_pp"": 17.1}, {""feature"": ""tenure_months"", ""label"": ""Still early in lifecycle"", ""impact_pp"": 10.9}, {""feature"": ""t90_tickets"", ""label"": ""Heavy support load"", ""impact_pp"": 9.6}]",Price sensitive (deep discount),2026-06-30
