invoice_id,customer_id,invoice_date,amount,days_late,status
3878,14388,2024-07-01,1751.0,0,Paid
3963,14732,2024-07-01,3217.0,0,Paid
4030,14970,2024-07-01,1083.0,0,Paid
4054,15049,2024-07-01,2516.0,0,Paid
4093,15189,2024-07-01,2021.0,8,Failed
4149,15412,2024-07-01,17265.0,0,Paid
4164,15472,2024-07-01,4929.0,0,Paid
4195,15612,2024-07-01,3224.0,0,Paid
4340,16073,2024-07-01,58235.0,0,Paid
4396,16280,2024-07-01,6627.0,0,Paid
4415,16353,2024-07-01,1827.0,0,Paid
4423,16381,2024-07-01,1626.0,0,Paid
4508,16705,2024-07-01,2323.0,0,Paid
4512,16712,2024-07-01,186033.0,0,Paid
4528,16769,2024-07-01,57793.0,0,Paid
4617,17095,2024-07-01,59975.0,18,Paid Late
4681,17368,2024-07-01,4124.0,0,Paid
4728,17555,2024-07-01,17564.0,0,Paid
4771,17724,2024-07-01,1174.0,0,Paid
4795,17800,2024-07-01,24447.0,0,Paid
4829,17920,2024-07-01,1036757.0,21,Paid Late
4842,17974,2024-07-01,3368.0,0,Paid
4847,17993,2024-07-01,69976.0,0,Paid
4849,17998,2024-07-01,30704.0,0,Paid
4852,18013,2024-07-01,1593.0,0,Paid
4869,18057,2024-07-01,4592.0,0,Paid
4878,18088,2024-07-01,5906.0,0,Paid
4885,18104,2024-07-01,21997.0,10,Paid Late
4890,18130,2024-07-01,64675.0,0,Paid
4945,18303,2024-07-01,14574.0,0,Paid
5023,18662,2024-07-01,2596.0,24,Paid Late
5064,18808,2024-07-01,1511.0,0,Paid
5066,18811,2024-07-01,2122.0,0,Paid
5081,18901,2024-07-01,14528.0,0,Paid
5084,18914,2024-07-01,2872.0,0,Paid
5107,19002,2024-07-01,61612.0,0,Paid
5115,19036,2024-07-01,71415.0,12,Failed
5131,19095,2024-07-01,6210.0,0,Paid
5242,19468,2024-07-01,2707.0,0,Paid
5307,19729,2024-07-01,9228.0,0,Paid
5316,19777,2024-07-01,2420.0,0,Paid
5403,20071,2024-07-01,3153.0,29,Paid Late
5423,20131,2024-07-01,1199.0,0,Paid
5430,20162,2024-07-01,40616.0,28,Paid Late
5465,20296,2024-07-01,3103.0,0,Paid
5523,20493,2024-07-01,4592.0,0,Paid
5531,20516,2024-07-01,4545.0,0,Paid
5553,20595,2024-07-01,2141.0,59,Paid Late
5641,20940,2024-07-01,2141.0,0,Paid
5666,21026,2024-07-01,1560.0,0,Paid
5809,21504,2024-07-01,3523.0,0,Paid
5822,21542,2024-07-01,2596.0,0,Paid
5857,21682,2024-07-01,57704.0,0,Paid
5875,21751,2024-07-01,15747.0,0,Paid
5973,22139,2024-07-01,1560.0,0,Paid
5978,22154,2024-07-01,2435.0,0,Paid
6063,22485,2024-07-01,11423.0,0,Paid
6105,22676,2024-07-01,3655.0,0,Paid
6158,22915,2024-07-01,1430.0,0,Paid
6190,22999,2024-07-01,56625.0,0,Paid
6237,23169,2024-07-01,2372.0,0,Paid
6314,23508,2024-07-01,3072.0,16,Paid Late
6441,23931,2024-07-01,26037.0,0,Paid
6510,24199,2024-07-01,17951.0,22,Failed
6521,24244,2024-07-01,165456.0,0,Paid
6641,24703,2024-07-01,2219.0,0,Paid
6649,24733,2024-07-01,7831.0,0,Paid
6662,24772,2024-07-01,1080.0,0,Paid
6710,24948,2024-07-01,3368.0,8,Paid Late
6733,25035,2024-07-01,2033.0,0,Paid
6766,25145,2024-07-01,2372.0,0,Paid
6790,25256,2024-07-01,61877.0,0,Paid
6805,25319,2024-07-01,810.0,0,Paid
6810,25336,2024-07-01,1269.0,0,Paid
6870,25560,2024-07-01,4358.0,12,Paid Late
6900,25666,2024-07-01,70736.0,0,Paid
6906,25687,2024-07-01,29365.0,10,Paid Late
6909,25694,2024-07-01,18422.0,0,Paid
6972,25919,2024-07-01,21319.0,0,Paid
7129,26507,2024-07-01,924.0,0,Paid
7216,26817,2024-07-01,32605.0,0,Paid
7244,26911,2024-07-01,751.0,0,Paid
7306,27133,2024-07-01,6792.0,0,Paid
7355,27337,2024-07-01,44664.0,0,Paid
7402,27489,2024-07-01,194605.0,0,Paid
7416,27545,2024-07-01,1102.0,0,Paid
7483,27791,2024-07-01,48865.0,0,Paid
7568,28082,2024-07-01,4824.0,0,Paid
7596,28203,2024-07-01,7512.0,0,Paid
7607,28239,2024-07-01,2672.0,0,Paid
7852,29155,2024-07-01,32696.0,4,Paid Late
7870,29218,2024-07-01,49594.0,0,Paid
7897,29302,2024-07-01,110674.0,10,Paid Late
7914,29367,2024-07-01,10306.0,0,Paid
7951,29499,2024-07-01,30077.0,0,Paid
7991,29667,2024-07-01,82879.0,0,Paid
7998,29679,2024-07-01,4452.0,0,Paid
8026,29769,2024-07-01,57618.0,0,Paid
8039,29805,2024-07-01,2243.0,0,Paid
8068,29918,2024-07-01,27454.0,33,Paid Late
8071,29926,2024-07-01,13277.0,0,Paid
8149,30229,2024-07-01,215516.0,5,Paid Late
8193,30372,2024-07-01,2235190.0,10,Paid Late
8196,30382,2024-07-01,101423.0,9,Paid Late
8249,30593,2024-07-01,28933.0,0,Paid
8394,31125,2024-07-01,34992.0,0,Paid
8412,31179,2024-07-01,4982.0,0,Paid
8452,31324,2024-07-01,4217.0,0,Paid
8453,31331,2024-07-01,2755.0,0,Paid
8470,31392,2024-07-01,2275.0,0,Paid
8494,31468,2024-07-01,5451.0,26,Paid Late
8522,31563,2024-07-01,1609.0,0,Paid
8563,31691,2024-07-01,2251.0,0,Paid
8570,31726,2024-07-01,2898.0,0,Paid
8593,31811,2024-07-01,2872.0,0,Paid
8692,32211,2024-07-01,6693.0,0,Paid
8718,32302,2024-07-01,187657.0,0,Paid
8771,32521,2024-07-01,827.0,0,Paid
8859,32811,2024-07-01,29200.0,22,Failed
8883,32920,2024-07-01,1324.0,0,Paid
9000,33372,2024-07-01,34162.0,0,Paid
9108,33774,2024-07-01,1789.0,49,Paid Late
9109,33778,2024-07-01,1990.0,0,Paid
9114,33796,2024-07-01,17556.0,0,Paid
9162,33975,2024-07-01,4170.0,0,Paid
9175,34048,2024-07-01,26590.0,0,Paid
9234,34261,2024-07-01,3416.0,51,Failed
9294,34482,2024-07-01,5351.0,0,Paid
9359,34721,2024-07-01,21805.0,16,Failed
9363,34735,2024-07-01,51574.0,0,Paid
9378,34795,2024-07-01,3430.0,0,Paid
9398,34863,2024-07-01,4965.0,0,Paid
9404,34879,2024-07-01,2190.0,0,Paid
9529,35343,2024-07-01,4639.0,42,Paid Late
9579,35528,2024-07-01,8197.0,0,Paid
9630,35710,2024-07-01,26395.0,0,Paid
9664,35860,2024-07-01,1186.0,0,Paid
9706,36021,2024-07-01,810.0,0,Paid
9747,36197,2024-07-01,5842.0,0,Paid
9906,36791,2024-07-01,4083.0,0,Paid
9946,36980,2024-07-01,19507.0,0,Paid
9975,37109,2024-07-01,666997.0,0,Paid
9981,37134,2024-07-01,3223.0,0,Paid
9994,37179,2024-07-01,2019.0,0,Paid
10063,37460,2024-07-01,281043.0,0,Paid
10078,37500,2024-07-01,7512.0,0,Paid
10109,37605,2024-07-01,31843.0,8,Paid Late
10128,37672,2024-07-01,30109.0,0,Paid
10195,37940,2024-07-01,5969.0,0,Paid
10207,37982,2024-07-01,27170.0,0,Paid
10262,38198,2024-07-01,819.0,0,Paid
10273,38227,2024-07-01,2339.0,0,Paid
10400,38766,2024-07-01,62413.0,0,Paid
10414,38812,2024-07-01,2396.0,0,Paid
10437,38906,2024-07-01,101271.0,28,Paid Late
10470,39037,2024-07-01,16589.0,23,Failed
10478,39062,2024-07-01,6553.0,16,Failed
10679,39869,2024-07-01,3614.0,0,Paid
10750,40166,2024-07-01,3308.0,29,Paid Late
10831,40485,2024-07-01,2902.0,0,Paid
10908,40757,2024-07-01,9177.0,0,Paid
10938,40892,2024-07-01,30093.0,0,Paid
10951,40936,2024-07-01,23706.0,0,Paid
11112,41531,2024-07-01,95639.0,0,Paid
11113,41542,2024-07-01,35417.0,0,Paid
11118,41554,2024-07-01,5822.0,0,Paid
11136,41660,2024-07-01,4498.0,0,Paid
11147,41704,2024-07-01,1223.0,5,Paid Late
11149,41709,2024-07-01,59497.0,0,Paid
11150,41717,2024-07-01,1046.0,0,Paid
11158,41740,2024-07-01,3504.0,0,Paid
11170,41776,2024-07-01,1690.0,0,Paid
11200,41888,2024-07-01,37287.0,0,Paid
11217,41956,2024-07-01,3196.0,0,Paid
11219,41970,2024-07-01,15914.0,0,Paid
11241,42058,2024-07-01,5335.0,0,Paid
11254,42105,2024-07-01,2931.0,0,Paid
11292,42264,2024-07-01,9584.0,0,Paid
11327,42398,2024-07-01,287332.0,0,Paid
11334,42428,2024-07-01,2868.0,0,Paid
11341,42446,2024-07-01,759.0,3,Paid Late
11390,42620,2024-07-01,2872.0,0,Paid
11447,42868,2024-07-01,1137.0,0,Paid
11494,43041,2024-07-01,210808.0,0,Paid
11535,43165,2024-07-01,24803.0,0,Paid
11548,43194,2024-07-01,1481.0,0,Paid
11550,43202,2024-07-01,216983.0,0,Paid
11608,43444,2024-07-01,6287.0,0,Paid
11669,43665,2024-07-01,2122.0,0,Paid
11930,44722,2024-07-01,13425.0,0,Paid
11992,44979,2024-07-01,2119.0,0,Paid
12091,45344,2024-07-01,38339.0,0,Paid
12109,45395,2024-07-01,3651.0,0,Paid
12141,45507,2024-07-01,2195.0,7,Paid Late
12147,45541,2024-07-01,58108.0,34,Paid Late
12164,45606,2024-07-01,30648.0,0,Paid
12165,45608,2024-07-01,542.0,0,Paid
12192,45702,2024-07-01,1770.0,0,Paid
12240,45909,2024-07-01,15775.0,0,Paid
12267,45983,2024-07-01,252276.0,16,Failed
12294,46074,2024-07-01,90483.0,0,Paid
12413,46503,2024-07-01,145189.0,0,Paid
12452,46659,2024-07-01,1256.0,0,Paid
12467,46708,2024-07-01,4639.0,0,Paid
12475,46731,2024-07-01,4452.0,0,Paid
12523,46903,2024-07-01,13610.0,0,Paid
12565,47036,2024-07-01,3334.0,0,Paid
12711,47527,2024-07-01,4452.0,0,Paid
12749,47666,2024-07-01,1713.0,0,Paid
12811,47889,2024-07-01,203288.0,0,Paid
12818,47913,2024-07-01,3231.0,24,Failed
12840,47989,2024-07-01,6831.0,27,Paid Late
12937,48299,2024-07-01,36742.0,0,Paid
12944,48337,2024-07-01,3162.0,0,Paid
12977,48428,2024-07-01,13208.0,14,Paid Late
13011,48567,2024-07-01,1269.0,0,Paid
13166,49130,2024-07-01,4001.0,18,Paid Late
13195,49214,2024-07-01,2076.0,0,Paid
13205,49249,2024-07-01,714658.0,0,Paid
13285,49606,2024-07-01,1102.0,15,Paid Late
13290,49617,2024-07-01,11164.0,0,Paid
13346,49872,2024-07-01,5842.0,0,Paid
13360,49913,2024-07-01,3547.0,10,Paid Late
13382,49980,2024-07-01,70024.0,0,Paid
13399,23,2024-08-01,5683.0,0,Paid
13408,48,2024-08-01,1950.0,0,Paid
13425,119,2024-08-01,58864.0,0,Paid
13461,222,2024-08-01,802.0,0,Paid
13502,356,2024-08-01,2917.0,15,Paid Late
13514,379,2024-08-01,12923.0,0,Paid
13605,685,2024-08-01,2323.0,21,Paid Late
13607,689,2024-08-01,2363.0,5,Paid Late
13654,855,2024-08-01,3712.0,0,Paid
13708,1048,2024-08-01,22042.0,0,Paid
13709,1054,2024-08-01,2814.0,0,Paid
13713,1061,2024-08-01,1560.0,0,Paid
13723,1092,2024-08-01,1046.0,0,Paid
13795,1314,2024-08-01,5652.0,0,Paid
13809,1362,2024-08-01,5518.0,0,Paid
13821,1385,2024-08-01,1186.0,0,Paid
14003,2082,2024-08-01,42635.0,0,Paid
14144,2575,2024-08-01,734.0,0,Paid
14155,2620,2024-08-01,25733.0,0,Paid
14183,2705,2024-08-01,661165.0,0,Paid
14200,2761,2024-08-01,1572.0,24,Failed
14201,2768,2024-08-01,4274.0,0,Paid
14277,3054,2024-08-01,768.0,0,Paid
14313,3171,2024-08-01,137615.0,0,Paid
14342,3285,2024-08-01,106645.0,0,Paid
14372,3421,2024-08-01,33627.0,0,Paid
14373,3422,2024-08-01,9439.0,0,Paid
14723,4626,2024-08-01,55699.0,23,Failed
14774,4788,2024-08-01,24028.0,2,Failed
14781,4810,2024-08-01,31839.0,22,Paid Late
14784,4819,2024-08-01,201004.0,8,Paid Late
14818,4922,2024-08-01,5161.0,0,Paid
14837,4988,2024-08-01,507146.0,0,Paid
14849,5023,2024-08-01,3089.0,0,Paid
14857,5046,2024-08-01,37180.0,26,Paid Late
15016,5566,2024-08-01,4498.0,0,Paid
15034,5657,2024-08-01,565.0,0,Paid
15051,5717,2024-08-01,26526.0,0,Paid
15063,5749,2024-08-01,2339.0,0,Paid
15064,5754,2024-08-01,2141.0,0,Paid
15078,5786,2024-08-01,2540.0,0,Paid
15135,5985,2024-08-01,1160.0,12,Failed
15163,6092,2024-08-01,101329.0,0,Paid
15165,6096,2024-08-01,11021.0,0,Paid
15168,6100,2024-08-01,296039.0,18,Paid Late
15177,6134,2024-08-01,20347.0,0,Paid
15181,6149,2024-08-01,67102.0,0,Paid
15237,6362,2024-08-01,1123.0,0,Paid
15273,6487,2024-08-01,1884.0,19,Paid Late
15291,6545,2024-08-01,20610.0,0,Paid
15293,6557,2024-08-01,1434866.0,0,Paid
15317,6653,2024-08-01,128455.0,0,Paid
15344,6744,2024-08-01,31650.0,0,Paid
15359,6786,2024-08-01,36689.0,0,Paid
15370,6814,2024-08-01,3057.0,0,Paid
15443,7058,2024-08-01,32192.0,0,Paid
15490,7227,2024-08-01,9399.0,0,Paid
15546,7430,2024-08-01,1527.0,0,Paid
15564,7497,2024-08-01,25703.0,0,Paid
15717,8039,2024-08-01,1664.0,15,Paid Late
15730,8085,2024-08-01,6348.0,0,Paid
15761,8179,2024-08-01,26592.0,19,Paid Late
15805,8339,2024-08-01,26320.0,0,Paid
15810,8359,2024-08-01,220148.0,0,Paid
15819,8392,2024-08-01,1838.0,0,Paid
15908,8712,2024-08-01,2689.0,0,Paid
15911,8727,2024-08-01,7372.0,0,Paid
15922,8775,2024-08-01,792.0,0,Paid
16002,9083,2024-08-01,2033.0,0,Paid
16009,9104,2024-08-01,36126.0,43,Failed
16022,9141,2024-08-01,2243.0,25,Paid Late
16063,9272,2024-08-01,819.0,24,Paid Late
16122,9505,2024-08-01,53713.0,0,Paid
16161,9636,2024-08-01,13035.0,0,Paid
16183,9703,2024-08-01,49695.0,0,Paid
16208,9768,2024-08-01,52055.0,0,Paid
16231,9836,2024-08-01,65536.0,0,Paid
16238,9866,2024-08-01,3231.0,0,Paid
16332,10214,2024-08-01,793.0,0,Paid
16371,10376,2024-08-01,38426.0,0,Paid
16388,10429,2024-08-01,66036.0,0,Paid
16394,10457,2024-08-01,1080.0,0,Paid
16481,10771,2024-08-01,32562.0,0,Paid
16485,10776,2024-08-01,22658.0,0,Paid
16792,11883,2024-08-01,58642.0,0,Paid
16846,12103,2024-08-01,59923.0,0,Paid
16867,12176,2024-08-01,35863.0,20,Paid Late
16897,12321,2024-08-01,37080.0,0,Paid
16908,12375,2024-08-01,104352.0,12,Paid Late
16979,12588,2024-08-01,2872.0,5,Paid Late
17071,12867,2024-08-01,4871.0,0,Paid
17106,12990,2024-08-01,819.0,0,Paid
17153,13155,2024-08-01,548.0,20,Paid Late
17173,13215,2024-08-01,6555.0,0,Paid
17231,13468,2024-08-01,2412.0,0,Paid
17273,13618,2024-08-01,1123.0,0,Paid
17278,13637,2024-08-01,6831.0,0,Paid
17450,14271,2024-08-01,2516.0,0,Paid
17481,14388,2024-08-01,1751.0,0,Paid
17574,14732,2024-08-01,3217.0,0,Paid
17645,14970,2024-08-01,1083.0,0,Paid
17669,15049,2024-08-01,2516.0,5,Paid Late
17714,15189,2024-08-01,2021.0,0,Paid
17774,15412,2024-08-01,17265.0,0,Paid
17791,15472,2024-08-01,4929.0,32,Paid Late
17821,15612,2024-08-01,3224.0,0,Paid
17874,15791,2024-08-01,819.0,0,Paid
17964,16073,2024-08-01,58235.0,10,Paid Late
18020,16280,2024-08-01,6627.0,0,Paid
18043,16353,2024-08-01,1827.0,0,Paid
18052,16381,2024-08-01,1626.0,0,Paid
18139,16705,2024-08-01,2323.0,10,Paid Late
18143,16712,2024-08-01,186033.0,0,Paid
18160,16769,2024-08-01,57793.0,0,Paid
18246,17095,2024-08-01,59975.0,10,Paid Late
18309,17368,2024-08-01,4124.0,0,Paid
18353,17555,2024-08-01,17564.0,0,Paid
18396,17724,2024-08-01,1174.0,0,Paid
18417,17794,2024-08-01,111942.0,11,Paid Late
18420,17800,2024-08-01,24447.0,0,Paid
18428,17818,2024-08-01,6348.0,0,Paid
18468,17974,2024-08-01,3368.0,0,Paid
18474,17993,2024-08-01,69976.0,0,Paid
18478,18013,2024-08-01,1593.0,43,Paid Late
18495,18057,2024-08-01,4592.0,0,Paid
18503,18088,2024-08-01,5906.0,0,Paid
18510,18104,2024-08-01,21997.0,0,Paid
18516,18130,2024-08-01,64675.0,0,Paid
18574,18303,2024-08-01,14574.0,0,Paid
18657,18662,2024-08-01,2596.0,33,Paid Late
18697,18808,2024-08-01,1511.0,0,Paid
18699,18811,2024-08-01,2122.0,0,Paid
18718,18901,2024-08-01,14528.0,0,Paid
18721,18914,2024-08-01,2872.0,15,Paid Late
18746,19002,2024-08-01,61612.0,0,Paid
18753,19036,2024-08-01,71415.0,40,Paid Late
18768,19079,2024-08-01,248292.0,0,Paid
18772,19095,2024-08-01,6210.0,0,Paid
18883,19468,2024-08-01,2707.0,30,Failed
18962,19729,2024-08-01,9228.0,0,Paid
18973,19777,2024-08-01,2420.0,20,Paid Late
19059,20071,2024-08-01,3153.0,40,Paid Late
19080,20131,2024-08-01,1199.0,0,Paid
19087,20162,2024-08-01,40616.0,0,Paid
19122,20296,2024-08-01,3103.0,0,Paid
19139,20357,2024-08-01,1243523.0,0,Paid
19181,20493,2024-08-01,4592.0,0,Paid
19189,20516,2024-08-01,4545.0,0,Paid
19210,20595,2024-08-01,2141.0,0,Paid
19310,20940,2024-08-01,2141.0,0,Paid
19326,20987,2024-08-01,1808.0,0,Paid
19339,21026,2024-08-01,1560.0,0,Paid
19373,21126,2024-08-01,4264.0,0,Paid
19387,21189,2024-08-01,10044.0,3,Paid Late
19491,21504,2024-08-01,3523.0,0,Paid
19504,21542,2024-08-01,2596.0,0,Paid
19539,21682,2024-08-01,57704.0,4,Paid Late
19558,21751,2024-08-01,15747.0,13,Failed
19663,22139,2024-08-01,1560.0,0,Paid
19667,22154,2024-08-01,2435.0,0,Paid
19684,22217,2024-08-01,73775.0,0,Paid
19755,22485,2024-08-01,11423.0,12,Paid Late
19756,22487,2024-08-01,2315.0,0,Paid
19811,22676,2024-08-01,3655.0,0,Paid
19835,22756,2024-08-01,692.0,0,Paid
19867,22915,2024-08-01,1430.0,9,Paid Late
19879,22949,2024-08-01,980564.0,0,Paid
19902,22999,2024-08-01,56625.0,0,Paid
19948,23169,2024-08-01,2372.0,0,Paid
20032,23508,2024-08-01,3072.0,0,Paid
20033,23512,2024-08-01,67900.0,0,Paid
20160,23931,2024-08-01,26037.0,14,Paid Late
20232,24199,2024-08-01,17951.0,0,Paid
20347,24630,2024-08-01,50101.0,21,Paid Late
20373,24703,2024-08-01,2219.0,0,Paid
20384,24733,2024-08-01,7831.0,0,Paid
20400,24772,2024-08-01,1080.0,0,Paid
20450,24948,2024-08-01,3368.0,0,Paid
20472,25035,2024-08-01,2033.0,0,Paid
20510,25145,2024-08-01,2372.0,0,Paid
20539,25256,2024-08-01,61877.0,8,Failed
20553,25319,2024-08-01,810.0,1,Paid Late
20561,25336,2024-08-01,1269.0,21,Failed
20625,25560,2024-08-01,4358.0,0,Paid
20629,25577,2024-08-01,1136430.0,0,Paid
20654,25666,2024-08-01,70736.0,0,Paid
20662,25694,2024-08-01,18422.0,0,Paid
20721,25919,2024-08-01,21319.0,0,Paid
20881,26507,2024-08-01,924.0,0,Paid
20971,26817,2024-08-01,32605.0,0,Paid
20997,26911,2024-08-01,751.0,0,Paid
21065,27133,2024-08-01,6792.0,0,Paid
21118,27337,2024-08-01,44664.0,0,Paid
21182,27545,2024-08-01,1102.0,0,Paid
21252,27791,2024-08-01,48865.0,0,Paid
21334,28082,2024-08-01,4824.0,0,Paid
21370,28203,2024-08-01,7512.0,0,Paid
21381,28239,2024-08-01,2672.0,0,Paid
21395,28278,2024-08-01,570380.0,0,Paid
21639,29155,2024-08-01,32696.0,0,Paid
21680,29302,2024-08-01,110674.0,0,Paid
21697,29367,2024-08-01,10306.0,0,Paid
21735,29499,2024-08-01,30077.0,25,Paid Late
21776,29667,2024-08-01,82879.0,0,Paid
21783,29679,2024-08-01,4452.0,0,Paid
21824,29805,2024-08-01,2243.0,0,Paid
21833,29832,2024-08-01,2171.0,0,Paid
21854,29897,2024-08-01,13208.0,0,Paid
21861,29926,2024-08-01,13277.0,0,Paid
21946,30229,2024-08-01,215516.0,9,Paid Late
22090,30738,2024-08-01,69498.0,0,Paid
22108,30819,2024-08-01,157296.0,0,Paid
22211,31160,2024-08-01,2251.0,0,Paid
22220,31179,2024-08-01,4982.0,0,Paid
22265,31324,2024-08-01,4217.0,0,Paid
22266,31331,2024-08-01,2755.0,11,Failed
22285,31392,2024-08-01,2275.0,0,Paid
22313,31468,2024-08-01,5451.0,0,Paid
22341,31563,2024-08-01,1609.0,15,Failed
22380,31691,2024-08-01,2251.0,0,Paid
22389,31726,2024-08-01,2898.0,0,Paid
22413,31811,2024-08-01,2872.0,0,Paid
22523,32211,2024-08-01,6693.0,0,Paid
22546,32302,2024-08-01,187657.0,0,Paid
22600,32521,2024-08-01,827.0,0,Paid
22654,32673,2024-08-01,34517.0,16,Paid Late
22692,32811,2024-08-01,29200.0,21,Failed
22719,32920,2024-08-01,1324.0,0,Paid
22743,32995,2024-08-01,23894.0,0,Paid
22844,33372,2024-08-01,34162.0,0,Paid
22955,33774,2024-08-01,1789.0,0,Paid
22956,33778,2024-08-01,1990.0,0,Paid
22961,33796,2024-08-01,17556.0,0,Paid
22986,33871,2024-08-01,2607336.0,0,Paid
23012,33975,2024-08-01,4170.0,0,Paid
23021,34013,2024-08-01,2246573.0,0,Paid
23087,34261,2024-08-01,3416.0,0,Paid
23155,34482,2024-08-01,5351.0,0,Paid
23221,34721,2024-08-01,21805.0,0,Paid
23224,34735,2024-08-01,51574.0,0,Paid
23240,34795,2024-08-01,3430.0,0,Paid
23262,34863,2024-08-01,4965.0,0,Paid
23268,34879,2024-08-01,2190.0,0,Paid
23407,35343,2024-08-01,4639.0,5,Failed
23548,35860,2024-08-01,1186.0,0,Paid
23592,36021,2024-08-01,810.0,0,Paid
23632,36197,2024-08-01,5842.0,0,Paid
23634,36206,2024-08-01,24052.0,10,Paid Late
23687,36413,2024-08-01,1485702.0,14,Paid Late
23791,36791,2024-08-01,4083.0,7,Failed
23801,36833,2024-08-01,440186.0,0,Paid
23819,36920,2024-08-01,3877.0,0,Paid
23841,36980,2024-08-01,19507.0,0,Paid
23876,37134,2024-08-01,3223.0,0,Paid
23888,37179,2024-08-01,2019.0,0,Paid
23962,37460,2024-08-01,281043.0,0,Paid
23979,37500,2024-08-01,7512.0,0,Paid
